"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.901367180E-1,-1.076812744E-1,4.713897705E-1,9.676574707E0
8.924560540E-1,-7.417297363E-2,4.498443604E-1,9.590438843E0
8.948059080E-1,-2.871704102E-2,4.378814697E-1,9.475585938E0
8.971252440E-1,0.000000000E0,4.259185791E-1,9.358322144E0
8.994750970E-1,3.828430176E-2,4.259185791E-1,9.243469238E0
9.017944330E-1,4.785156250E-2,4.474639893E-1,9.209976196E0
9.041442870E-1,4.785156250E-2,4.642028809E-1,9.200408936E0
9.064636230E-1,6.460571289E-2,4.953155518E-1,9.250656128E0
9.088134760E-1,8.613586426E-2,5.359954834E-1,9.296112061E0
9.111633300E-1,1.172485352E-1,5.623168945E-1,9.315261841E0
9.134826660E-1,1.387786865E-1,5.647125244E-1,9.355941772E0
9.158325190E-1,1.555328369E-1,5.312042236E-1,9.365509033E0
9.181518550E-1,1.603240967E-1,5.144500732E-1,9.355941772E0
9.205017090E-1,1.818542480E-1,5.120697021E-1,9.332015991E0
9.228210450E-1,2.010040283E-1,4.833526611E-1,9.305694580E0
9.251708980E-1,2.081756592E-1,4.522399902E-1,9.291336060E0
9.274902340E-1,1.842498779E-1,4.402770996E-1,9.305694580E0
9.298400870E-1,1.651000977E-1,4.283142090E-1,9.317657471E0
9.321594230E-1,1.292114258E-1,3.972015381E-1,9.358322144E0
9.345092770E-1,9.809875488E-2,3.852386475E-1,9.401397705E0
9.368591300E-1,5.743408203E-2,3.613128662E-1,9.422943115E0
9.391784660E-1,4.785156250E-2,3.086700439E-1,9.425323486E0
9.415283200E-1,4.547119141E-2,2.679901123E-1,9.434906006E0
9.438476560E-1,3.828430176E-2,2.201385498E-1,9.439682007E0
9.461975090E-1,2.153015137E-2,1.770629883E-1,9.430114746E0
9.485168450E-1,1.914978027E-2,1.507415771E-1,9.403793335E0
9.508666990E-1,2.395629883E-3,1.244201660E-1,9.408584595E0
9.531860350E-1,7.171630859E-3,1.076812744E-1,9.413360596E0
9.555358880E-1,-7.171630859E-3,9.571838379E-2,9.444473267E0
9.578552240E-1,-1.196289062E-2,1.100769043E-1,9.487548828E0
9.602050780E-1,-2.871704102E-2,1.435699463E-1,9.525833130E0
9.625549310E-1,-3.588867188E-2,1.746826172E-1,9.597610474E0
9.648742670E-1,-6.460571289E-2,2.177429199E-1,9.671783447E0
9.672241210E-1,-5.743408203E-2,2.440643311E-1,9.748352051E0
9.695434570E-1,-6.939697266E-2,3.014984131E-1,9.800994873E0
9.718933100E-1,-5.024719238E-2,3.397827148E-1,9.894317627E0
9.742126460E-1,-5.981445312E-2,3.613128662E-1,9.966110229E0
9.765625000E-1,-6.700134277E-2,3.852386475E-1,1.001635742E1
9.788818360E-1,-5.981445312E-2,4.139556885E-1,1.002592468E1
9.812316890E-1,-6.700134277E-2,4.259185791E-1,1.003549194E1
9.835510250E-1,-5.743408203E-2,4.618072510E-1,1.004747009E1
9.859008780E-1,-5.743408203E-2,4.642028809E-1,1.006420898E1
9.882507320E-1,-2.871704102E-2,4.833526611E-1,1.007139587E1
9.905700680E-1,-1.675415039E-2,4.977111816E-1,1.008813477E1
9.929199210E-1,1.435852051E-2,4.953155518E-1,1.008335876E1
9.952392570E-1,3.349304199E-2,4.857482910E-1,1.007139587E1
9.975891110E-1,4.067993164E-2,4.642028809E-1,1.007377625E1
9.999084470E-1,4.785156250E-2,4.187469482E-1,1.006420898E1
1.002258300E0,4.785156250E-2,3.995971680E-1,1.006900024E1
1.004577636E0,4.785156250E-2,3.661041260E-1,1.005703735E1
1.006927490E0,4.785156250E-2,3.445739746E-1,1.003788757E1
1.009246826E0,4.785156250E-2,3.182525635E-1,1.001156616E1
1.011596679E0,4.785156250E-2,3.206329346E-1,9.963714600E0
1.013946533E0,4.785156250E-2,3.014984131E-1,9.942184448E0
1.016265869E0,4.785156250E-2,3.302154541E-1,9.896713257E0
1.018615722E0,4.785156250E-2,3.278198242E-1,9.860824585E0
1.020935058E0,4.785156250E-2,3.421783447E-1,9.817749023E0
1.023284912E0,4.785156250E-2,3.469543457E-1,9.784255981E0
1.025604248E0,4.785156250E-2,3.541412354E-1,9.769897461E0
1.027954101E0,4.785156250E-2,3.637084961E-1,9.755538940E0
1.030273437E0,4.785156250E-2,3.684997559E-1,9.753143311E0
1.032623291E0,4.785156250E-2,3.732757568E-1,9.757934570E0
1.034973144E0,4.785156250E-2,3.852386475E-1,9.753143311E0
1.037292480E0,4.785156250E-2,3.876342773E-1,9.765106201E0
1.039642334E0,4.547119141E-2,4.211425781E-1,9.789031982E0
1.041961670E0,4.067993164E-2,4.331054688E-1,9.805786133E0
1.044311523E0,2.632141113E-2,4.402770996E-1,9.815353394E0
1.046630859E0,-2.395629883E-3,4.331054688E-1,9.829711914E0
1.048980712E0,-7.171630859E-3,4.283142090E-1,9.836898804E0
1.051300048E0,-2.153015137E-2,4.283142090E-1,9.817749023E0
1.053649902E0,-1.914978027E-2,4.283142090E-1,9.793823242E0
1.055969238E0,-1.435852051E-2,4.163513184E-1,9.765106201E0
1.058319091E0,-3.349304199E-2,4.163513184E-1,9.753143311E0
1.060668945E0,-9.567260742E-3,4.139556885E-1,9.707687378E0
1.062988281E0,1.435852051E-2,4.211425781E-1,9.623931885E0
1.065338134E0,-1.914978027E-2,4.163513184E-1,9.537796021E0
1.067657470E0,-3.111267090E-2,4.235229492E-1,9.468399048E0
1.070007324E0,-1.435852051E-2,4.163513184E-1,9.432510376E0
1.072326660E0,9.567260742E-3,4.235229492E-1,9.375076294E0
1.074676513E0,4.785156250E-2,4.139556885E-1,9.327224731E0
1.076995849E0,4.785156250E-2,4.115600586E-1,9.300903320E0
1.079345703E0,5.743408203E-2,4.259185791E-1,9.310470581E0
1.081695556E0,7.177734375E-2,4.163513184E-1,9.332015991E0
1.084014892E0,9.092712402E-2,4.043884277E-1,9.360717773E0
1.086364746E0,1.100769043E-1,4.091796875E-1,9.425323486E0
1.088684082E0,1.100769043E-1,4.067840576E-1,9.513870239E0
1.091033935E0,1.028900146E-1,4.043884277E-1,9.595214844E0
1.093353271E0,8.375549316E-2,3.972015381E-1,9.688537598E0
1.095703125E0,6.700134277E-2,4.211425781E-1,9.753143311E0
1.098022461E0,4.785156250E-2,4.331054688E-1,9.793823242E0
1.100372314E0,4.785156250E-2,4.307098389E-1,9.841674805E0
1.102722168E0,4.785156250E-2,4.450683594E-1,9.846466064E0
1.105041503E0,2.871704102E-2,4.498443604E-1,9.848861694E0
1.107391357E0,9.567260742E-3,4.450683594E-1,9.817749023E0
1.109710693E0,2.153015137E-2,4.163513184E-1,9.829711914E0
1.112060546E0,9.567260742E-3,4.163513184E-1,9.805786133E0
1.114379882E0,2.153015137E-2,4.211425781E-1,9.834503174E0
1.116729736E0,3.828430176E-2,4.355010986E-1,9.824935913E0
1.119049072E0,4.785156250E-2,4.522399902E-1,9.832107544E0
1.121398925E0,4.785156250E-2,4.546356201E-1,9.848861694E0
1.123718261E0,4.785156250E-2,4.331054688E-1,9.846466064E0
1.126068115E0,5.024719238E-2,4.115600586E-1,9.824935913E0
1.128448486E0,5.024719238E-2,4.163513184E-1,9.822540283E0
1.130767822E0,5.264282227E-2,4.187469482E-1,9.798614502E0
1.133117675E0,4.785156250E-2,4.259185791E-1,9.791427612E0
1.135437011E0,4.785156250E-2,4.259185791E-1,9.777069092E0
1.137786865E0,4.785156250E-2,4.091796875E-1,9.753143311E0
1.140106201E0,2.871704102E-2,3.900299072E-1,9.745971680E0
1.142456054E0,-1.052856445E-1,3.732757568E-1,9.753143311E0
1.144805908E0,-3.445739746E-1,3.254241943E-1,9.841674805E0
1.147125244E0,-5.886383057E-1,2.656097412E-1,1.005943298E1
1.149475097E0,-5.910339355E-1,2.105712891E-1,1.020060730E1
1.151794433E0,-4.450683594E-1,2.129669189E-1,1.016709900E1
1.154144287E0,-2.392883301E-1,2.201385498E-1,1.002352905E1
1.156463623E0,-9.571838379E-2,2.727813721E-1,9.863220215E0
1.158813476E0,-3.349304199E-2,3.302154541E-1,9.753143311E0
1.161132812E0,-6.700134277E-2,4.019927979E-1,9.671783447E0
1.163482666E0,-1.411743164E-1,4.977111816E-1,9.602401733E0
1.165802002E0,-2.512512207E-1,5.718841553E-1,9.549758911E0
1.168151855E0,-3.517456055E-1,6.006011963E-1,9.516250610E0
1.170501709E0,-4.019927979E-1,6.125640869E-1,9.523437500E0
1.172821045E0,-4.091796875E-1,6.101684570E-1,9.559326172E0
1.175170898E0,-3.828582764E-1,5.838470459E-1,9.576080322E0
1.177490234E0,-3.230285645E-1,5.790557861E-1,9.631118774E0
1.179840087E0,-2.273254395E-1,5.431671143E-1,9.674179077E0
1.182159423E0,-1.507415771E-1,5.192413330E-1,9.690933228E0
1.184509277E0,-7.656860352E-2,4.857482910E-1,9.676574707E0
1.186828613E0,-7.171630859E-3,4.713897705E-1,9.664611816E0
1.189178466E0,4.547119141E-2,4.809570312E-1,9.650253296E0
1.191528320E0,4.785156250E-2,4.905242920E-1,9.635894775E0
1.193847656E0,6.221008301E-2,5.072784424E-1,9.602401733E0
1.196197509E0,7.656860352E-2,5.455627441E-1,9.561721802E0
1.198516845E0,7.656860352E-2,5.623168945E-1,9.521041870E0
1.200866699E0,6.939697266E-2,5.958099365E-1,9.509078979E0
1.203186035E0,5.503845215E-2,6.125640869E-1,9.501892090E0
1.205535888E0,4.785156250E-2,6.364898682E-1,9.511474609E0
1.207855224E0,4.785156250E-2,6.340942383E-1,9.501892090E0
1.210205078E0,5.024719238E-2,6.388854980E-1,9.487548828E0
1.212554931E0,7.417297363E-2,6.269226074E-1,9.461227417E0
1.214874267E0,9.332275391E-2,6.077728271E-1,9.403793335E0
1.217224121E0,1.363983154E-1,5.790557861E-1,9.367904663E0
1.219543457E0,1.818542480E-1,5.742797852E-1,9.336791992E0
1.221893310E0,2.153472900E-1,5.790557861E-1,9.308074951E0
1.224212646E0,2.225341797E-1,5.647125244E-1,9.284149170E0
1.226562500E0,2.895355225E-1,5.575256348E-1,9.190826416E0
1.228881836E0,3.445739746E-1,5.599212646E-1,9.121444702E0
1.231231689E0,3.780670166E-1,5.503540039E-1,9.028121948E0
1.233581543E0,4.235229492E-1,5.599212646E-1,8.946762085E0
1.235900878E0,4.235229492E-1,5.766754150E-1,8.891723633E0
1.238250732E0,4.474639893E-1,5.910339355E-1,8.855834961E0
1.240570068E0,4.355010986E-1,6.006011963E-1,8.817550659E0
1.242919921E0,4.665985107E-1,6.245269775E-1,8.779266357E0
1.245239257E0,5.168457031E-1,6.484527588E-1,8.767303467E0
1.247589111E0,5.407714844E-1,6.676025391E-1,8.760131836E0
1.249908447E0,5.575256348E-1,6.939239502E-1,8.774475098E0
1.252258300E0,5.718841553E-1,7.130584717E-1,8.824737549E0
1.254577636E0,5.910339355E-1,7.202453613E-1,8.901306152E0
1.256927490E0,5.623168945E-1,7.585296631E-1,8.953948975E0
1.259277343E0,5.599212646E-1,7.657012939E-1,9.013763428E0
1.261596679E0,5.455627441E-1,7.513427734E-1,9.037689209E0
1.264007568E0,5.407714844E-1,7.274169922E-1,9.059234619E0
1.266265869E0,5.144500732E-1,7.082824707E-1,9.109481812E0
1.268615722E0,4.618072510E-1,6.891326904E-1,9.159729004E0
1.270935058E0,3.995971680E-1,6.316986084E-1,9.195617676E0
1.273284912E0,3.278198242E-1,5.982055664E-1,9.231506348E0
1.275604248E0,2.632141113E-1,5.527496338E-1,9.279373169E0
1.277954101E0,1.794586182E-1,5.144500732E-1,9.353546143E0
1.280273437E0,1.603240967E-1,4.833526611E-1,9.391830444E0
1.282623291E0,1.651000977E-1,4.905242920E-1,9.384643555E0
1.284973144E0,1.627044678E-1,4.761657715E-1,9.420547485E0
1.287292480E0,1.555328369E-1,4.737854004E-1,9.489929199E0
1.289642334E0,1.459655762E-1,4.905242920E-1,9.528213501E0
1.291961670E0,1.292114258E-1,5.120697021E-1,9.592819214E0
1.294311523E0,1.387786865E-1,5.479583740E-1,9.643081665E0
1.296630859E0,1.555328369E-1,5.623168945E-1,9.681365967E0
1.298980712E0,1.627044678E-1,5.790557861E-1,9.690933228E0
1.301300048E0,1.555328369E-1,5.958099365E-1,9.705291748E0
1.303649902E0,1.459655762E-1,6.029968262E-1,9.698104858E0
1.305999755E0,1.411743164E-1,5.838470459E-1,9.690933228E0
1.308319091E0,1.363983154E-1,5.335998535E-1,9.669403076E0
1.310668945E0,1.340026855E-1,5.120697021E-1,9.631118774E0
1.312988281E0,1.292114258E-1,4.977111816E-1,9.592819214E0
1.315338134E0,1.268157959E-1,4.857482910E-1,9.559326172E0
1.317657470E0,1.196441650E-1,4.594268799E-1,9.511474609E0
1.320007324E0,1.268157959E-1,4.546356201E-1,9.449264526E0
1.322326660E0,1.172485352E-1,4.594268799E-1,9.367904663E0
1.324676513E0,1.363983154E-1,4.689941406E-1,9.339187622E0
1.326995849E0,1.387786865E-1,5.001068115E-1,9.317657471E0
1.329345703E0,1.722869873E-1,4.977111816E-1,9.284149170E0
1.331665039E0,1.890258789E-1,5.072784424E-1,9.267395020E0
1.334014892E0,2.153472900E-1,5.192413330E-1,9.281753540E0
1.336334228E0,2.249298096E-1,5.120697021E-1,9.305694580E0
1.338684082E0,2.177429199E-1,5.072784424E-1,9.353546143E0
1.341033935E0,2.129669189E-1,4.977111816E-1,9.418151855E0
1.343353271E0,2.201385498E-1,4.809570312E-1,9.489929199E0
1.345703125E0,2.201385498E-1,4.833526611E-1,9.566513062E0
1.348022461E0,1.962127686E-1,4.785614014E-1,9.655044556E0
1.350372314E0,1.722869873E-1,4.665985107E-1,9.719650269E0
1.352691650E0,1.722869873E-1,4.594268799E-1,9.755538940E0
1.355041503E0,1.531372070E-1,4.546356201E-1,9.772293091E0
1.357360839E0,1.483612061E-1,4.665985107E-1,9.803390503E0
1.359710693E0,1.459655762E-1,4.785614014E-1,9.858428955E0
1.362060546E0,1.531372070E-1,4.618072510E-1,9.856033325E0
1.364379882E0,1.411743164E-1,4.618072510E-1,9.870391846E0
1.366729736E0,1.340026855E-1,4.570312500E-1,9.899108887E0
1.369049072E0,1.292114258E-1,4.642028809E-1,9.915863037E0
1.371398925E0,1.292114258E-1,4.761657715E-1,9.956542969E0
1.373718261E0,1.483612061E-1,4.594268799E-1,9.980468750E0
1.376068115E0,1.746826172E-1,4.785614014E-1,9.973281860E0
1.378387451E0,1.722869873E-1,4.761657715E-1,9.949356079E0
1.380737304E0,1.603240967E-1,4.713897705E-1,9.951751709E0
1.383056640E0,1.531372070E-1,4.713897705E-1,9.923034668E0
1.385406494E0,1.483612061E-1,4.881286621E-1,9.918243408E0
1.387756347E0,1.244201660E-1,4.929199219E-1,9.913467407E0
1.390075683E0,7.177734375E-2,5.024871826E-1,9.899108887E0
1.392425537E0,5.024719238E-2,5.240325928E-1,9.923034668E0
1.394744873E0,4.785156250E-2,5.288085938E-1,9.920639038E0
1.397094726E0,4.067993164E-2,5.455627441E-1,9.915863037E0
1.399414062E0,4.547119141E-2,5.527496338E-1,9.896713257E0
1.401763916E0,4.785156250E-2,5.670928955E-1,9.841674805E0
1.404083252E0,4.785156250E-2,5.599212646E-1,9.800994873E0
1.406433105E0,4.785156250E-2,5.527496338E-1,9.762710571E0
1.408752441E0,4.785156250E-2,5.647125244E-1,9.745971680E0
1.411102295E0,4.547119141E-2,5.503540039E-1,9.674179077E0
1.413452148E0,4.785156250E-2,5.623168945E-1,9.623931885E0
1.415802002E0,4.547119141E-2,5.359954834E-1,9.559326172E0
1.418151855E0,3.588867188E-2,5.288085938E-1,9.499511719E0
1.420471191E0,4.785156250E-2,5.383911133E-1,9.461227417E0
1.422821045E0,4.785156250E-2,5.647125244E-1,9.422943115E0
1.425140380E0,4.785156250E-2,5.790557861E-1,9.379867554E0
1.427490234E0,4.785156250E-2,5.838470459E-1,9.332015991E0
1.429809570E0,4.785156250E-2,5.982055664E-1,9.305694580E0
1.432159423E0,4.785156250E-2,6.101684570E-1,9.288940430E0
1.434478759E0,4.785156250E-2,6.125640869E-1,9.332015991E0
1.436828613E0,4.785156250E-2,5.982055664E-1,9.360717773E0
1.439178466E0,4.547119141E-2,6.101684570E-1,9.408584595E0
1.441497802E0,2.392578125E-2,5.790557861E-1,9.446868896E0
1.443847656E0,2.392578125E-2,5.814514160E-1,9.504287720E0
1.446166992E0,2.632141113E-2,5.694885254E-1,9.568893433E0
1.448516845E0,4.067993164E-2,5.790557861E-1,9.623931885E0
1.450836181E0,3.111267090E-2,5.814514160E-1,9.669403076E0
1.453186035E0,2.632141113E-2,5.982055664E-1,9.719650269E0
1.455505371E0,3.111267090E-2,5.982055664E-1,9.745971680E0
1.457855224E0,3.349304199E-2,6.006011963E-1,9.753143311E0
1.460205078E0,4.785156250E-2,6.077728271E-1,9.757934570E0
1.462524414E0,4.785156250E-2,6.245269775E-1,9.765106201E0
1.464874267E0,4.785156250E-2,6.460571289E-1,9.789031982E0
1.467193603E0,4.547119141E-2,8.374938965E-1,9.844070435E0
1.469543457E0,4.785156250E-2,9.284210205E-1,9.860824585E0
1.471862793E0,4.785156250E-2,7.704925537E-1,9.827316284E0
1.474212646E0,4.785156250E-2,7.082824707E-1,9.774673462E0
1.476531982E0,4.785156250E-2,6.891326904E-1,9.765106201E0
1.478881836E0,5.024719238E-2,6.867370605E-1,9.765106201E0
1.481231689E0,6.700134277E-2,6.843414307E-1,9.800994873E0
1.483551025E0,5.743408203E-2,6.532440186E-1,9.800994873E0
1.485900878E0,6.700134277E-2,6.604156494E-1,9.779464722E0
1.488220214E0,9.332275391E-2,6.484527588E-1,9.765106201E0
1.490570068E0,1.483612061E-1,6.340942383E-1,9.755538940E0
1.492889404E0,1.914215088E-1,6.484527588E-1,9.753143311E0
1.495239257E0,1.890258789E-1,6.532440186E-1,9.748352051E0
1.497558593E0,2.010040283E-1,6.436767578E-1,9.741180420E0
1.499908447E0,2.033843994E-1,6.532440186E-1,9.731613159E0
1.502258300E0,1.890258789E-1,6.628112793E-1,9.686141968E0
1.504577636E0,1.387786865E-1,6.652069092E-1,9.657424927E0
1.506927490E0,1.340026855E-1,6.747741699E-1,9.623931885E0
1.509246826E0,1.148529053E-1,6.508483887E-1,9.590438843E0
1.511596679E0,9.809875488E-2,6.269226074E-1,9.564117432E0
1.513916015E0,6.221008301E-2,6.125640869E-1,9.571289062E0
1.516265869E0,5.024719238E-2,6.006011963E-1,9.568893433E0
1.518585205E0,4.785156250E-2,5.886383057E-1,9.571289062E0
1.520935058E0,4.785156250E-2,5.838470459E-1,9.571289062E0
1.523254394E0,4.785156250E-2,5.958099365E-1,9.597610474E0
1.525604248E0,4.785156250E-2,6.173553467E-1,9.607177734E0
1.527954101E0,4.785156250E-2,6.364898682E-1,9.628723145E0
1.530273437E0,4.785156250E-2,6.484527588E-1,9.659820557E0
1.532623291E0,4.785156250E-2,6.604156494E-1,9.678970337E0
1.534942627E0,4.785156250E-2,6.986999512E-1,9.705291748E0
1.537292480E0,4.785156250E-2,7.226257324E-1,9.710067749E0
1.539611816E0,4.785156250E-2,7.322082520E-1,9.717254639E0
1.541961670E0,4.785156250E-2,7.417755127E-1,9.726821899E0
1.544281005E0,4.547119141E-2,7.537384033E-1,9.698104858E0
1.546630859E0,4.307556152E-2,7.633056641E-1,9.700500488E0
1.548950195E0,2.632141113E-2,7.752685547E-1,9.690933228E0
1.551300048E0,3.588867188E-2,7.704925537E-1,9.688537598E0
1.553649902E0,3.588867188E-2,7.704925537E-1,9.655044556E0
1.555969238E0,3.588867188E-2,7.704925537E-1,9.626327515E0
1.558319091E0,3.828430176E-2,7.441711426E-1,9.578475952E0
1.560638427E0,2.392578125E-2,7.322082520E-1,9.549758911E0
1.562988281E0,3.349304199E-2,7.202453613E-1,9.528213501E0
1.565307617E0,3.828430176E-2,6.795654297E-1,9.513870239E0
1.567657470E0,3.588867188E-2,6.484527588E-1,9.504287720E0
1.569976806E0,4.785156250E-2,6.149597168E-1,9.521041870E0
1.572326660E0,4.785156250E-2,5.910339355E-1,9.533004761E0
1.574676513E0,4.785156250E-2,5.838470459E-1,9.535400391E0
1.576995849E0,4.307556152E-2,5.862426758E-1,9.521041870E0
1.579345703E0,1.675415039E-2,6.149597168E-1,9.504287720E0
1.581665039E0,-9.567260742E-3,6.316986084E-1,9.501892090E0
1.584014892E0,-2.153015137E-2,6.484527588E-1,9.506683350E0
1.586334228E0,-5.503845215E-2,6.676025391E-1,9.501892090E0
1.588684082E0,-5.981445312E-2,6.747741699E-1,9.525833130E0
1.591003418E0,-3.828430176E-2,6.939239502E-1,9.580856323E0
1.593353271E0,-4.791259766E-3,7.154541016E-1,9.640686035E0
1.595672607E0,1.435852051E-2,7.226257324E-1,9.664611816E0
1.598022461E0,2.871704102E-2,7.537384033E-1,9.669403076E0
1.600372314E0,3.588867188E-2,7.944183350E-1,9.633499146E0
1.602691650E0,4.307556152E-2,8.015899658E-1,9.580856323E0
1.605041503E0,4.547119141E-2,8.015899658E-1,9.511474609E0
1.607360839E0,4.785156250E-2,8.135528564E-1,9.422943115E0
1.609710693E0,5.024719238E-2,8.350982666E-1,9.360717773E0
1.612030029E0,6.939697266E-2,8.063812256E-1,9.288940430E0
1.614379882E0,5.024719238E-2,8.111724854E-1,9.332015991E0
1.616699218E0,4.307556152E-2,8.303070068E-1,9.399002075E0
1.619049072E0,-2.392578125E-2,8.350982666E-1,9.461227417E0
1.621398925E0,-8.135986328E-2,8.494567871E-1,9.492324829E0
1.623718261E0,-1.292114258E-1,8.446655273E-1,9.480361938E0
1.626068115E0,-1.627044678E-1,8.494567871E-1,9.466003418E0
1.628387451E0,-2.057800293E-1,8.183441162E-1,9.427719116E0
1.630737304E0,-2.344970703E-1,7.920227051E-1,9.379867554E0
1.633056640E0,-3.014984131E-1,7.417755127E-1,9.360717773E0
1.635406494E0,-3.684997559E-1,6.867370605E-1,9.355941772E0
1.637725830E0,-4.307098389E-1,6.364898682E-1,9.391830444E0
1.640075683E0,-5.001068115E-1,5.766754150E-1,9.461227417E0
1.642395019E0,-5.742797852E-1,5.216369629E-1,9.568893433E0
1.644744873E0,-6.197357178E-1,4.833526611E-1,9.712463379E0
1.647064209E0,-6.006011963E-1,4.546356201E-1,9.772293091E0
1.649414062E0,-5.790557861E-1,4.498443604E-1,9.923034668E0
1.651763916E0,-5.599212646E-1,4.474639893E-1,1.006900024E1
1.654083252E0,-5.647125244E-1,5.048828125E-1,1.019104004E1
1.656433105E0,-5.503540039E-1,5.288085938E-1,1.032263184E1
1.658752441E0,-3.708801270E-1,5.670928955E-1,1.040399170E1
1.661102295E0,-2.416687012E-1,5.670928955E-1,1.049971008E1
1.663421630E0,-3.517456055E-1,6.221313477E-1,1.056909180E1
1.665771484E0,-5.575256348E-1,6.699829102E-1,1.061695862E1
1.668182373E0,-7.010955811E-1,7.034912109E-1,1.064328003E1
1.670440673E0,-7.728881836E-1,7.369842529E-1,1.062413025E1
1.672790527E0,-6.245269775E-1,7.369842529E-1,1.051406860E1
1.675109863E0,-3.828582764E-1,6.412811279E-1,1.028674316E1
1.677459716E0,-6.077728271E-1,6.173553467E-1,1.030589294E1
1.679779052E0,-9.140625000E-1,6.436767578E-1,1.038006592E1
1.682128906E0,-1.186843872E0,6.628112793E-1,1.046142578E1
1.684448242E0,-1.361511230E0,6.628112793E-1,1.049971008E1
1.686798095E0,-1.495513916E0,6.245269775E-1,1.055235291E1
1.689117431E0,-1.581649780E0,5.694885254E-1,1.053799438E1
1.691467285E0,-1.615158081E0,5.144500732E-1,1.046142578E1
1.693817138E0,-1.610366821E0,4.594268799E-1,1.036091614E1
1.696136474E0,-1.517044067E0,4.115600586E-1,1.014796448E1
1.698486328E0,-1.320831299E0,3.780670166E-1,9.872787476E0
1.700836181E0,-4.594268799E-1,3.589172363E-1,9.363113403E0
1.703186035E0,3.012557983E0,4.977111816E-1,7.889129639E0
1.705505371E0,3.795013428E0,5.670928955E-1,7.216751099E0
1.707855224E0,3.491134644E0,6.939239502E-1,6.874572754E0
1.710174560E0,2.900100708E0,8.829498291E-1,6.625732422E0
1.712524414E0,2.299499512E0,1.158126831E0,6.309875488E0
1.714874267E0,1.811370850E0,1.462020874E0,5.972488403E0
1.717193603E0,1.430908203E0,1.691726685E0,5.836090088E0
1.719543457E0,1.083953857E0,1.837692261E0,5.883956909E0
1.721862793E0,7.657012939E-1,1.892715454E0,6.039489746E0
1.724212646E0,4.833526611E-1,1.875976562E0,6.324234009E0
1.726531982E0,2.321014404E-1,1.785049438E0,6.704696655E0
1.728881836E0,5.024719238E-2,1.646255493E0,7.180862427E0
1.731201171E0,-7.177734375E-2,1.500305176E0,7.721633911E0
1.733551025E0,-1.579284668E-1,1.330413818E0,8.367706299E0
1.735900878E0,-2.392883301E-1,1.150955200E0,9.011367798E0
1.738220214E0,-2.943115234E-1,9.738769531E-1,9.645462036E0
1.740570068E0,-3.206329346E-1,7.752685547E-1,1.017189026E1
1.742889404E0,-3.469543457E-1,6.388854980E-1,1.064805603E1
1.745239257E0,-3.517456055E-1,5.479583740E-1,1.099502563E1
1.747558593E0,-4.187469482E-1,4.881286621E-1,1.126062012E1
1.749908447E0,-5.240325928E-1,4.594268799E-1,1.142811584E1
1.752227783E0,-6.652069092E-1,4.977111816E-1,1.147358704E1
1.754577636E0,-8.255310059E-1,5.527496338E-1,1.146401978E1
1.756927490E0,-9.834442139E-1,6.269226074E-1,1.140179443E1
1.759246826E0,-1.127014160E0,7.082824707E-1,1.129412842E1
1.761596679E0,-1.246658325E0,7.872314453E-1,1.114816284E1
1.763916015E0,-1.351943970E0,8.805541992E-1,1.094955444E1
1.766265869E0,-1.404586792E0,9.738769531E-1,1.072702026E1
1.768585205E0,-1.433303833E0,1.062408447E0,1.049012756E1
1.770935058E0,-1.430908203E0,1.138977051E0,1.023410034E1
1.773254394E0,-1.387832642E0,1.172485352E0,9.980468750E0
